Protein Groups	Gene Name	Organism	Intensity_20190107_QE5_nLC5_DS_QC_MNT_HeLa_FlashPack_02	
Q9BZI7			5675255.25520833	
Q9BZJ0			4260034.53075875	
Q9BZK7			7315382.16666667	
Q9BZX2			5849479.38638338	
Q9BZZ5			33701930.5039768	
Q9C005			27407154.375	
Q9C0B1			14113685.8007977	
Q9C0C2			8201290.57199054	
Q9C0C9			11642253.6858521	
Q9GZL7			22970816.0588329	
Q9GZM8,Q9NXR1			2984815.36987484	
Q9GZN8			1521152.26671829	
Q9GZP4			2964604.25259977	
Q9GZP8			4625912.625	
Q9GZQ3			1574643.41588768	
Q9GZR2			8052016.29272669	
Q9GZR7			15519062.3755573	
Q9GZS1			10531069.0578983	
Q9GZS3			29036531.2744026	
Q9GZT3			38535067.5416667	
Q9GZT8			22247784.1905341	
Q9GZU8			3147391.48849231	
Q9GZY8			1573573.34179213	
Q9GZZ1			78981652.4842319	
Q9GZZ9			4487341.125	
Q9H061			8490623.2461837	
Q9H074			29532566.7083333	
Q9H078			6879243.0893979	
Q9H089			1625409.8215969	
Q9H098			3916964.90346348	
Q9H0A0			31387157.5833333	
Q9H0A8			3902461.65375477	
Q9H0B6			4356512.31358413	
Q9H0C8			11227019.1894531	
Q9H0D6			14037815.4797599	
Q9H0F7			1136086.29871838	
Q9H0H5			6204300.86428576	
Q9H0L4			9196626.34054059	
Q9H0P0			4413383.39000092	
Q9H0Q0,Q9NUQ9			8273643	
Q9H0R4			2220471.29489242	
Q9H0S4			22783469.2099998	
Q9H0U3			4484586.0625	
Q9H0U4			14660350.5637819	
Q9H0U6			2627657.83333333	
Q9H0W8			2302397.57610626	
Q9H0W9			19505641.9108869	
Q9H0X4			3813122.78929061	
Q9H1A4			4361637.61810905	
Q9H1E3			3424364.1033856	
Q9H1K1			3076704.125	
Q9H223			11600132.8563978	
Q9H223,Q9H4M9,Q9NZN3			2817333.15476848	
Q9H223,Q9NZN3			2766560.90625	
Q9H223,Q9NZN4			4922505.16666667	
Q9H267			1818791.7449356	
Q9H299			59072536.75	
Q9H2D1			2323008.75173808	
Q9H2G2			10053866.859375	
Q9H2H8			19506055.6060385	
Q9H2J4			2178316.8288771	
Q9H2M9			11011535.9070181	
Q9H2P0			17364788.0335429	
Q9H2P9			1459177.892749	
Q9H2U1			7638657.02865678	
Q9H2U2			37346468.375	
Q9H2W6			14627293.3385572	
Q9H307			27210804.059086	
Q9H3H3			1152237.49910834	
Q9H3K6			14990328.0729167	
Q9H3N1			39830755	
Q9H3P2			6972873.05316719	
Q9H3P7			11098560.864103	
Q9H3Q1			1311248.37026984	
Q9H3R5			2978542.6875	
Q9H3S7			6358803.09045907	
Q9H3U1			16257245.0345173	
Q9H3Z4			1627579.03052626	
Q9H444			17549950.6448184	
Q9H446			1724738.37517494	
Q9H488			20420844.5796691	
Q9H4A3			13333835.1502136	
Q9H4A4			18111172.7125769	
Q9H4A5,Q9H4A6			7825973.96875	
Q9H4A6			37586924.6458333	
Q9H4F8			2729184.44754676	
Q9H4G0			7544207.10367947	
Q9H4G4			2312787.08694499	
Q9H4H8			1109707.32708372	
Q9H4I3			3702128.25	
Q9H4L4			1279600.42267344	
Q9H4M9			26997270.7501422	
Q9H4M9,Q9NZN3			11687990.0142158	
Q9H4M9,Q9NZN3,Q9NZN4			10906057.8333333	
Q9H583			13774455.6575976	
Q9H5N1			1030231.58883645	
Q9H5Q4			8717335.875	
Q9H5V8			5918480.11761215	
Q9H5V9			2344001.87127336	
Q9H6F5			6269142.66666667	
Q9H6R4			16476894.6493478	
Q9H6S0			5670369.38712032	
Q9H6T3			10923025.0955387	
Q9H6X2			5344356.6834869	
Q9H6Z4			15784210.0532903	
Q9H773			19269171.6041667	
Q9H788			10008861.8834224	
Q9H7B2			13587933.8168734	
Q9H7B4			5047105.89566493	
Q9H7D7			6431144.92897591	
Q9H7E9			11329543.6355105	
Q9H7Z7			14326962.4330481	
Q9H814			10520447.8313384	
Q9H832			18911673.0090094	
Q9H845			22088245.9839071	
Q9H845,Q9UKU7			3459884.72750123	
Q9H857			10334750.4507263	
Q9H8H0			14376808.2899207	
Q9H8H2			2916271.97278639	
Q9H8H3			2021993.5	
Q9H8Y5			5351927.30153774	
Q9H8Y8			10571543.1054066	
Q9H900			1634472.125	
Q9H910			38156902.3125	
Q9H936			2677627.97916667	
Q9H944			2971341.5	
Q9H974			3493799.29818692	
Q9H993			5905529.14305055	
Q9H9A5			6311187.65331506	
Q9H9A6			11835825.1985301	
Q9H9B4			45697065.6666667	
Q9H9F9			0	
Q9H9G7,Q9HCK5,Q9UKV8,Q9UL18			1893701.95751545	
Q9H9H4			3639399.33296385	
Q9H9J2			17980623.655223	
Q9H9Q2			9398540.015625	
Q9H9Y6			13018475.9686392	
Q9HA64			7157993.23297933	
Q9HAB8			0	
Q9HAS0			1609471.59375	
Q9HAU0			8089495.95108558	
Q9HAU5			2024934.38069402	
Q9HAV0			17572816.4677954	
Q9HAV4			16119731.6611354	
Q9HAV7			22615347.7133864	
Q9HB07			14489494.2285241	
Q9HB19			1285565.89955415	
Q9HB40			18483027.6666667	
Q9HB71			84298231.7005645	
Q9HBH0			1020888.94437795	
Q9HBI1,Q9NVD7			2854201.0625	
Q9HBL8			3518981.21397915	
Q9HBM1			8588116.38854409	
Q9HBU6			993373.602670645	
Q9HC35			7796646.18390034	
Q9HC36			4493511.94321997	
Q9HC38			37317179.4965323	
Q9HC52			1788301.45877935	
Q9HC98			2677936.40597112	
Q9HCC0			10799403.7077116	
Q9HCD5			10351121.6579951	
Q9HCE1			8935180.0775504	
Q9HCE5			1729617.81775182	
Q9HCG8			4337804.79113233	
Q9HCK4,Q9Y6N7			4453723.4375	
Q9HCN4			6480246.92059417	
Q9HCN8			11358103.6726635	
Q9HCS7			8505000.43023335	
Q9HD20			7090387.59744941	
Q9HD33			2889000.53891574	
Q9HD42			7083706.75149146	
Q9HD45			9062147.09385042	
Q9HD67			6884521.63327236	
Q9HDC9			29719234.6332593	
Q9NP50			0	
Q9NP61			4196341.18793934	
Q9NP72			10144068.5739353	
Q9NP77			3427952.75	
Q9NP79			25120161.125	
Q9NP81			5798446.66094414	
Q9NP92			7887077.52187455	
Q9NP97			42671174.7083333	
Q9NPA0			7146671.74584546	
Q9NPA8			13843184.125	
Q9NPD3			13346613.4967879	
Q9NPD8			2930083.90475914	
Q9NPE3			16932462.5625	
Q9NPF4			10413229.7729462	
Q9NPJ3			18831575.5640768	
Q9NPQ8,Q9NVN3			2874218.88219985	
Q9NQ29			8220796.46343767	
Q9NQ29,Q9Y383			21476250.4375	
Q9NQ48			7282471.51287679	
Q9NQ50			7826915.57505998	
Q9NQ55			5774267.29166667	
Q9NQ88			17163145.1364439	
Q9NQC3			5340494.93713266	
Q9NQG5			12194157.8796347	
Q9NQP4			17983150.875	
Q9NQR4			19296362.6582896	
Q9NQT4			11084465.7452158	
Q9NQT5			9452026.47968381	
Q9NQW6			6803055.53429314	
Q9NQW7			11997936.2184427	
Q9NQX3			12336720.1331258	
Q9NQZ2			5478709.96875	
Q9NR09			3304097.33553185	
Q9NR12			35801490.0208333	
Q9NR28			11089889.4701453	
Q9NR30			96910277	
Q9NR31			46545224.5207372	
Q9NR31,Q9Y6B6			34495885.0833333	
Q9NR45			30235326.7916667	
Q9NR46			15481433.5524474	
Q9NR50			13909764.892204	
Q9NR56			4428893.67708333	
Q9NRF9			14931929.9725733	
Q9NRG9			9519559.70916623	
Q9NRL3			5033640.39777792	
Q9NRN7			2293305.45833333	
Q9NRN9			2199369.08645002	
Q9NRP0			7449490.22916667	
Q9NRR5			3929605.18192113	
Q9NRR5,Q9UHD9,Q9UMX0			18716004.0056928	
Q9NRV9			14190898.5729167	
Q9NRW7			7889043.28206213	
Q9NRX1			9859026.33149552	
Q9NRX2			3248381.0625	
Q9NRX4			37693724.8273548	
Q9NRY5			4920240.55654976	
Q9NRZ9			12851231.625	
Q9NS69			47787618.6666667	
Q9NS86			2528613.96255295	
Q9NS87			3412755.97556168	
Q9NSD9			50441165.75	
Q9NSE4			17943367.3125	
Q9NSU2			1290669.59998529	
Q9NSV4			8460645.6571578	
Q9NT62			13391335.7696572	
Q9NTI5			17534806.2134127	
Q9NTJ3			30021500.4375	
Q9NTJ5			9773803.01190941	
Q9NTK5			67571325.9823796	
Q9NTX5			10801877.6031844	
Q9NTZ6			18549144.1582772	
Q9NU22			7586042.48485744	
Q9NU23			3111467.75	
Q9NUG6			1940505.3041479	
Q9NUJ1			3656915.5101603	
Q9NUM4			9108867.24967937	
Q9NUP9			8761861.49914058	
Q9NUQ6			10558226.6250227	
Q9NUQ7			2360930.46857073	
Q9NUQ8			5523198.5	
Q9NUQ9			25452683.0858387	
Q9NUU7			8744428.21366267	
Q9NUU7,Q9UMR2			33871173.9166667	
Q9NV06			4708283.35173138	
Q9NV31			4258737.81537024	
Q9NV70			5533103.65110952	
Q9NVA1			2384393.83118346	
Q9NVA2			35471777.5833333	
Q9NVD7			16968084.703125	
Q9NVE7			3615597.30733592	
Q9NVH1			16378570.1783809	
Q9NVH2			1282781.10685588	
Q9NVI1			11500430.599681	
Q9NVI7			23502410.7291667	
Q9NVJ2			7019622.59231677	
Q9NVM9			4914688.38122256	
Q9NVP1			29554993.2414969	
Q9NVP2			2094360.83039502	
Q9NVR2			860577.298046034	
Q9NVT9			4054151.465165	
Q9NVU0			1589541.54406928	
Q9NVU7			4430098.515625	
Q9NVV4			2214008.47916667	
Q9NVX2			8853780.01062976	
Q9NVZ3			1474146.42708333	
Q9NW13			7422449.60486302	
Q9NW15			3156805.41666667	
Q9NW64			13329535.1402777	
Q9NW82			14441111.7255944	
Q9NWB6			8322885.16666667	
Q9NWH9			9693915.48359742	
Q9NWM8			6616737.01856728	
Q9NWS0			6066980.90419006	
Q9NWT1			2136208.77083333	
Q9NWU2			7038756.08942997	
Q9NWU5			5897959.11093623	
Q9NWV4			5834184.39799329	
Q9NWX6			2866241.79579137	
Q9NX08			2564672.47916667	
Q9NX14			9369360.16587356	
Q9NX18			17347941.549581	
Q9NX24			4359089.89583333	
Q9NX40			23426032.2466586	
Q9NX46			2084429.85855184	
Q9NX47			2355348.50178881	
Q9NX55			14495423.9270833	
Q9NX58			10253213.5288812	
Q9NX62			1622199.40660616	
Q9NX63			29413406.9882061	
Q9NX70			2058518.04166667	
Q9NXF1			12410433.3452971	
Q9NXG2			11945962.7770794	
Q9NXH9			12231198.8563676	
Q9NXR7			11008293.6604478	
Q9NXU5			1829887.859375	
Q9NXV6			15694310.7395923	
Q9NY12			8245579.78461093	
Q9NY27			5444681.14371391	
Q9NY33			13525214.802008	
Q9NY61			5022100.76515829	
Q9NY93			12478055.8897744	
Q9NYB9			1676433.61382999	
Q9NYF8			45137011.9583333	
Q9NYH9			5656099.88541667	
Q9NYJ1			4762194.25301969	
Q9NYK5			13658720.9456487	
Q9NYL4			6686876.03984951	
Q9NYL9			35427836.8125	
Q9NYU1,Q9NYU2			5100554.4375	
Q9NYU2			23315889.9786355	
Q9NYY8			6088276.99454642	
Q9NZ01			88272735.4166667	
Q9NZ08			1269970.03937431	
Q9NZ32			4524138.34897598	
Q9NZ45			4865904.72916667	
Q9NZ63			11212301.3488314	
Q9NZB2			16082354.2708333	
Q9NZD2			4862027.20833333	
Q9NZD8			955271.291666667	
Q9NZI8			22112592.6630449	
Q9NZJ7			16147322.2104955	
Q9NZL4			19224556.5864687	
Q9NZL9			11295315.784459	
Q9NZM1			33914460.0757764	
Q9NZN4			51491075.5300084	
Q9NZN8			1819548.52357223	
Q9NZT2			9757295.67907244	
Q9NZW5			4120708.62866692	
Q9NZZ3			15693271.1627041	
Q9P000			28772747.8229167	
Q9P013			5059789.64894983	
Q9P015			19987591.8451097	
Q9P016			3869842.46723649	
Q9P032			4395386.60416667	
Q9P035			12423972.9895833	
Q9P0I2			1776846.10416667	
Q9P0J0			3269198.12337459	
Q9P0K7			12126499.0426974	
Q9P0L0			91125602.3333333	
Q9P0M9			9443827.32834869	
Q9P0P0			919603.489075801	
Q9P0S9			11949750.1145833	
Q9P0U1			22408770.4921875	
Q9P0V3			3173644.10128316	
Q9P0V9			21518572.3800861	
Q9P0V9,Q9UH03			13751856.5	
Q9P1F3			26686683.5	
Q9P253			2362318.20833333	
Q9P258			95357545.8984634	
Q9P265			0	
Q9P265,Q9Y2E4			1855049.89037565	
Q9P287			8790210.80424971	
Q9P289			15034664.4224302	
Q9P2B2			10872622.9666581	
Q9P2B4			2192122.484375	
Q9P2E9			29491729.6942706	
Q9P2I0			2175945.56359353	
Q9P2J5			49237665.25	
Q9P2K3,Q9UKL0			6244499.55350296	
Q9P2N5			6530172.63267418	
Q9P2R3			10701477.706756	
Q9P2R7			19382744.2638777	
Q9P2X0			1957383.82656527	
Q9UBB4			83165198.5	
Q9UBB5			4839382.28460283	
Q9UBB6			6422532.95833333	
Q9UBC2			4224710.65138704	
Q9UBD5			13477172.9592619	
Q9UBE0			51903008.5833333	
Q9UBF2			9774395.90387531	
Q9UBF2,Q9Y678			44519295.375	
Q9UBG0			13417838.7181293	
Q9UBI1			1733639.93730566	
Q9UBI6			34799818.3562863	
Q9UBK8			14800023.3453321	
Q9UBM7			7728093.81776853	
Q9UBP6			4678928.81896572	
Q9UBP9			2812829.15625	
Q9UBQ0			33408232.0208333	
Q9UBQ5			41450766.3262352	
Q9UBQ7			46680087.0336988	
Q9UBR2			26737441.4895833	
Q9UBS4			19349834.7941043	
Q9UBT2			42172198.0543431	
Q9UBU8			3267432.00347234	
Q9UBU9			10624723.1158968	
Q9UBV8			5035226.39461775	
Q9UBW7			2657351.38505586	
Q9UBW8			10739659.5212394	
Q9UBX3			25694089.8541667	
Q9UDX5			2409954.26989111	
Q9UDY4			10982069.3946756	
Q9UDY8			1730831.125	
Q9UEE9			5390317.02083333	
Q9UER7			2208121.22623522	
Q9UEY8			9209050.21193154	
Q9UFC0			1678881.8125	
Q9UFW8			2326524.33901132	
Q9UG63			29878956.8125	
Q9UGI8			25599072	
Q9UGN5			2004703.95804312	
Q9UGP8			12456251.9021426	
Q9UGR2			475215.440562184	
Q9UGV2			12705150.8980846	
Q9UH62			7176475.32326815	
Q9UH65			14588390.5289056	
Q9UH99			1857225.06120949	
Q9UHA3			2238423.24269289	
Q9UHA4			3952123.48342657	
Q9UHB6			34696827.7083333	
Q9UHB9			32056136.2691977	
Q9UHD1			50702549.75	
Q9UHD8			35743875.1041667	
Q9UHD9,Q9UMX0			20619720.1770833	
Q9UHG3			23315334.0132625	
Q9UHI6			9371237.73749932	
Q9UHL4			7928755.26020182	
Q9UHQ4			1651134.65868571	
Q9UHQ9			1489870.35717215	
Q9UHV9			54155977.4583333	
Q9UHX1			43182191.5833333	
Q9UHY1			8134195.95688817	
Q9UHY7			12611620.9689241	
Q9UI09			10011938.7947908	
Q9UI10			8398189.17101973	
Q9UI12			10059623.7625083	
Q9UI26			12560566.0281013	
Q9UI30			35796339.9166667	
Q9UI42			2161417.85359571	
Q9UIA9			13218322.139371	
Q9UIC8			1889236.25938117	
Q9UID3			7257469.96459562	
Q9UIG0			18020431.5959417	
Q9UII2			32409701.4993218	
Q9UIJ7			8323583.27083333	
Q9UIQ6			9884078.25357222	
Q9UIV1			1321800.20182859	
Q9UJ70			9372285.87238504	
Q9UJ83			2432617.00459049	
Q9UJS0			34498735.4599485	
Q9UJU6			25474291.125	
Q9UJV9			1507584.73586295	
Q9UJW0			8610293.03604218	
Q9UJX2			7027202.55854814	
Q9UJX3			11334049.0866434	
Q9UJY1			1865183.48913343	
Q9UJZ1			50597727.0252427	
Q9UK41			4990790.375	
Q9UK61			3284658.875	
Q9UK76			32157604.5355896	
Q9UKD2			43398670.4243727	
Q9UKF6			15428853.5747904	
Q9UKG1			3304436.10229618	
Q9UKK3			1363614.6875	
Q9UKK9			56377817.4583333	
Q9UKM9			41336780.9791667	
Q9UKN8			13679692.1354167	
Q9UKS6			14346003.4992212	
Q9UKT5			1227845.734375	
Q9UKV3			17671631.3797967	
Q9UKV8,Q9UL18			2798460.09375	
Q9UKX7			20599084.2167862	
Q9UKY7			18191060.1516716	
Q9UL15			5305441.85617714	
Q9UL25			28223043.375	
Q9UL46			81769626.6367546	
Q9ULC3			1710396.94826429	
Q9ULC4			41758999.5	
Q9ULF5			2989430.34048921	
Q9ULH7			2213439.66666667	
Q9ULP9			1409100.08377067	
Q9ULR0			0	
Q9ULT8			4049812.9375	
Q9ULV4			40528486.5	
Q9ULW0			9248442.14583333	
Q9ULX3			10289400.5366064	
Q9ULX6			11622696.8731116	
Q9UM00			9956391.08333333	
Q9UMS0			6266155.81162701	
Q9UMS4			70037748.75	
Q9UMX0			5500790	
Q9UMX5			14276827.6386916	
Q9UMY1			6940598.99722643	
Q9UMY4			18697340.234375	
Q9UN86			47088512.875	
Q9UNE7			16287547.8075365	
Q9UNF0			17168683.06232	
Q9UNF1			23216454.6310935	
Q9UNH7			11351719.3371321	
Q9UNH7,Q9Y5X3			11002365.2956148	
Q9UNI6			6221304.83002434	
Q9UNK0			1350580.84659559	
Q9UNL2			5323826.21160292	
Q9UNM6			60796540.25	
Q9UNN5			21328868.6217785	
Q9UNN8			9724183.81375247	
Q9UNP9			16190153.0952267	
Q9UNQ2			11916767.7362248	
Q9UNS1			2124296.33380872	
Q9UNS2			42926658.5871953	
Q9UNW1			4397069.40482611	
Q9UNX3			8618974.25	
Q9UNX4			16104889.125	
Q9UNZ2			10737101.1378927	
Q9UNZ5			37102244.3333333	
Q9UPN7			4106031.65625	
Q9UPN9			5431067.93717737	
Q9UPQ0			13989792.5833333	
Q9UPT5			882647.503449163	
Q9UPT8			2544971.09465334	
Q9UPT9			1829994.71875	
Q9UPU5			1987303.24804719	
Q9UPY6,Q9Y6W5			2337301.30319879	
Q9UQ13			5393853.31447641	
Q9UQ35			24719829.6036862	
Q9UQ80			183047216.833333	
Q9UQE7			27400023.7916667	
Q9UQN3			3362748.4594249	
Q9Y221			15046128.7561762	
Q9Y223			7532698.1714899	
Q9Y224			47225642.625	
Q9Y230			91298738.1666667	
Q9Y237			26066887.5625	
Q9Y241			6541281.43585941	
Q9Y248			22816482.3333333	
Q9Y262			57484589.1009349	
Q9Y263			28000135.7294391	
Q9Y265			83729843.0217994	
Q9Y266			170937500.666667	
Q9Y276			2629290.60645958	
Q9Y277			76349774.9733192	
Q9Y281			35704158.9375	
Q9Y282			10563004.4742407	
Q9Y285			28098614.7836984	
Q9Y295			29831693.0487574	
Q9Y2A7			18849453.0065116	
Q9Y2B0			29382591.9752342	
Q9Y2D5			8194219.18797025	
Q9Y2H6			13775013.775393	
Q9Y2K7			5027547.1875	
Q9Y2L1			41642554.6384073	
Q9Y2P8			8811230.69665559	
Q9Y2Q3			24010380.3125	
Q9Y2Q9			11772919.9975059	
Q9Y2R0			3407630.5	
Q9Y2R4			4034166.296875	
Q9Y2R5			11492389.4850295	
Q9Y2R9			17883434.8115749	
Q9Y2S7			8172538.05353439	
Q9Y2T2			14030109.9986504	
Q9Y2T3			1943443.5	
Q9Y2U8			1688659.36677457	
Q9Y2V2			9825429.59367212	
Q9Y2W1			35097880.4166667	
Q9Y2W2			22131988.034374	
Q9Y2X3			49202339	
Q9Y2X7			959336.695430867	
Q9Y2Z0			37513325.125	
Q9Y2Z4			13523686.46875	
Q9Y305			17935424.7604167	
Q9Y312			6698661.85882577	
Q9Y314			8777153.0677241	
Q9Y315			2586908.03125	
Q9Y316			1643868.91342435	
Q9Y320			3158402.9446445	
Q9Y324			2467439.08333333	
Q9Y333			38556407.6826801	
Q9Y376			13400157.3230985	
Q9Y383			60048998.25	
Q9Y394			4794136.79166667	
Q9Y399			1598455.65752869	
Q9Y3A2			2359060.10416667	
Q9Y3A3			1583634.32542439	
Q9Y3A4			3578897.08333333	
Q9Y3A5			47979995.3333333	
Q9Y3B2			2913237.9921875	
Q9Y3B3			25650433.1458333	
Q9Y3B4			39235083.3333333	
Q9Y3B7			10778697.875	
Q9Y3B8			24463170.546875	
Q9Y3B9			7008157.79166667	
Q9Y3C1			3696342.96089851	
Q9Y3C4			6488901.20770697	
Q9Y3C6			11179654.9166667	
Q9Y3C8			6835905.296875	
Q9Y3D0			4031759.72201567	
Q9Y3D3			3839230.82506126	
Q9Y3D6			24605488.75	
Q9Y3D7			9824815.16666667	
Q9Y3D8			11082405.4161183	
Q9Y3D9			11632269.8830808	
Q9Y3E5			31920961.4583333	
Q9Y3E7			3267861.08925505	
Q9Y3F4			86843518.3333333	
Q9Y3I0			57338398.6397552	
Q9Y3I1			1382996.1229745	
Q9Y3P9			8293858.77521808	
Q9Y3Q3			1492661.8579899	
Q9Y3S2			2397300.125	
Q9Y3T9			16854377.6139261	
Q9Y3U8			131840003.520833	
Q9Y3X0			2169754.16852217	
Q9Y3Y2			20306752.7649022	
Q9Y3Z3			15367216.4601974	
Q9Y448			1158213.200099	
Q9Y450			13384144.6414157	
Q9Y490			205210183.916667	
Q9Y490,Q9Y4G6			127301195	
Q9Y4C2			4356136.58372508	
Q9Y4E8			25069590.4152966	
Q9Y4F1			9286351.28125	
Q9Y4G6			1315144.91751677	
Q9Y4L1			40911368.0416667	
Q9Y4P1			4215247.14540492	
Q9Y4P3			10896879.6615899	
Q9Y4P8			1500497.87492746	
Q9Y4R8			2598560.12574999	
Q9Y4W2			9761578.4690645	
Q9Y4Y9			10990366.1666667	
Q9Y4Z0			14727108.4695356	
Q9Y508			6945679.04855266	
Q9Y512			17987601.2320005	
Q9Y520			15280160.6354109	
Q9Y547			5399543.91377363	
Q9Y570			25726961.5858444	
Q9Y584			2280275.203125	
Q9Y5A9			28221807.0416667	
Q9Y5B8			1791467.17389558	
Q9Y5B9			60387206.4343109	
Q9Y5J1			8349531.55044652	
Q9Y5J7			12927383.34375	
Q9Y5J9			8502774.06539685	
Q9Y5K5			16284537.7742472	
Q9Y5K6			8136513.8127596	
Q9Y5K8			4767111.78874633	
Q9Y5L0			14424507.025599	
Q9Y5L4			31596486.8384887	
Q9Y5M8			22430215.1803359	
Q9Y5P4			0	
Q9Y5P6			7593112.01965319	
Q9Y5Q8			7555760.8923686	
Q9Y5Q9			7948431.46789959	
Q9Y5S9			41748292.6391839	
Q9Y5T4			2158691.74253231	
Q9Y5U9			1940090.37743393	
Q9Y5V0			8951882.7421875	
Q9Y5X1			7608829.2846852	
Q9Y5X3			4940980.48895037	
Q9Y5Y2			21367359.28125	
Q9Y5Z4			13930329.8241668	
Q9Y605			5875748.58854167	
Q9Y606			4976047.75	
Q9Y608			4295546.42627089	
Q9Y617			57892883.0729167	
Q9Y618			5773890.70068206	
Q9Y639			26315368.6649445	
Q9Y657			2129356.91427662	
Q9Y673			1237800.52462646	
Q9Y676			3549361.5	
Q9Y678			30639660.1598256	
Q9Y679			4504907.68614631	
Q9Y680			6468887.4517604	
Q9Y696			42275957.1332848	
Q9Y697			6630323.7320394	
Q9Y6A4			1613653.93035837	
Q9Y6A5			2819494.99795859	
Q9Y6A9			5511748.64807507	
Q9Y6B6			19026079.8692525	
Q9Y6C9			53376612.1875	
Q9Y6D9			6068398.00517966	
Q9Y6E0			10573550.8823648	
Q9Y6E2			39543167.8300281	
Q9Y6G3			2799630.64640622	
Q9Y6G9			14988968.4608449	
Q9Y6H1			22169743.75	
Q9Y6I3			8143483.11038513	
Q9Y6K0			2721367.35738775	
Q9Y6K5			1435328.53125	
Q9Y6K9			4434579.87251858	
Q9Y6M0			1534914.22181025	
Q9Y6M5			1541508.97102251	
Q9Y6M9			8843343.44974706	
Q9Y6N1			6383440.5567132	
Q9Y6N5			1841663.89887843	
Q9Y6N7			9733996.89438443	
Q9Y6W5			1983238.34375	
Q9Y6X9			1198427.35315918	
Q9Y6Y0			7083456.87870809	
Q9Y6Y8			11304273.7332086	
